Simulation Time,Node,Contetion Size
0.06058470991,accessPoint,31
0.105750523065,wirelessHost[51],15
0.10578898329,accessPoint,31
0.109467583708,wirelessHost[44],15
0.109506367785,accessPoint,31
0.12071546053,wirelessHost[78],15
0.120753741763,accessPoint,31
0.129119182145,wirelessHost[16],15
0.12915767813,accessPoint,31
0.136703140778,wirelessHost[14],15
0.136741298159,accessPoint,31
0.143521982944,wirelessHost[7],15
0.14356066802,accessPoint,31
0.149439146346,wirelessHost[52],15
0.149477520681,accessPoint,31
0.153353233892,wirelessHost[20],15
0.15339154819,accessPoint,31
0.158178771264,wirelessHost[10],15
0.158217002952,accessPoint,31
0.16058470991,accessPoint,31
0.161253743898,wirelessHost[65],15
0.161292157895,accessPoint,31
0.162765446049,wirelessHost[61],15
0.162803889583,accessPoint,31
0.164777738927,wirelessHost[76],15
0.164816660035,accessPoint,31
0.164964036504,wirelessHost[70],15
0.165286853556,accessPoint,31
0.176373722544,wirelessHost[43],15
0.176412357906,accessPoint,31
0.180108176474,wirelessHost[27],15
0.180147130868,accessPoint,31
0.18890136322,wirelessHost[12],15
0.188939654199,accessPoint,31
0.190875585563,wirelessHost[21],15
0.190913758734,accessPoint,31
0.19315930556,wirelessHost[47],15
0.193197892334,accessPoint,31
0.194266824936,wirelessHost[35],15
0.19430508791,accessPoint,31
0.195996847725,wirelessHost[29],15
0.196035386199,accessPoint,31
0.198510201136,wirelessHost[60],15
0.198549125065,accessPoint,31
0.199304603762,wirelessHost[8],15
0.199343040952,accessPoint,31
0.204495469527,wirelessHost[50],15
0.204534121994,accessPoint,31
0.2065817517,wirelessHost[68],15
0.206620415003,accessPoint,31
0.208584202547,wirelessHost[72],15
0.20862325097,accessPoint,31
0.209945237823,wirelessHost[3],15
0.209983722342,accessPoint,31
0.211334332568,wirelessHost[6],15
0.211372751631,accessPoint,31
0.214683682402,wirelessHost[4],15
0.214722201456,accessPoint,31
0.214847650868,wirelessHost[46],15
0.215199900488,wirelessHost[74],15
0.215440976703,accessPoint,31
0.215641539667,accessPoint,31
0.217810392892,wirelessHost[15],15
0.217849312055,accessPoint,31
0.217981729889,wirelessHost[79],15
0.218659155135,accessPoint,31
0.219081958896,wirelessHost[24],15
0.219301891616,accessPoint,31
0.22512285742,wirelessHost[11],15
0.22516148546,accessPoint,31
0.226942712069,wirelessHost[58],15
0.226981165881,accessPoint,31
0.234959397768,wirelessHost[33],15
0.23499804955,accessPoint,31
0.244303581072,wirelessHost[54],15
0.244342146332,accessPoint,31
0.247132607503,wirelessHost[31],15
0.247171357484,accessPoint,31
0.252654409455,wirelessHost[53],15
0.252693148026,accessPoint,31
0.26058470991,accessPoint,31
0.268640643754,wirelessHost[25],15
0.268679015341,accessPoint,31
0.268840055866,wirelessHost[56],15
0.269089860848,accessPoint,31
0.269712648168,wirelessHost[55],15
0.269840450997,accessPoint,31
0.270052740816,wirelessHost[28],15
0.270289279696,accessPoint,31
0.274227440939,wirelessHost[0],15
0.274266325493,accessPoint,31
0.282104954845,wirelessHost[23],15
0.282143220156,accessPoint,31
0.282344168634,wirelessHost[17],15
0.282653771175,accessPoint,31
0.282668910525,wirelessHost[59],15
0.283164512292,accessPoint,31
0.284739444149,wirelessHost[42],15
0.284777687285,accessPoint,31
0.287830222049,wirelessHost[45],15
0.287869195353,accessPoint,31
0.28789923843,wirelessHost[22],15
0.288239893551,accessPoint,31
0.292264526058,wirelessHost[36],15
0.292303165594,accessPoint,31
0.295399847697,wirelessHost[13],15
0.295438320105,accessPoint,31
0.298904776829,wirelessHost[49],15
0.298943411138,accessPoint,31
0.310363389924,wirelessHost[1],15
0.310401794832,accessPoint,31
0.315369199752,wirelessHost[32],15
0.315407985341,accessPoint,31
0.316416892875,wirelessHost[19],15
0.316455306908,accessPoint,31
0.317483220575,wirelessHost[2],15
0.317521578021,accessPoint,31
0.318117079791,wirelessHost[64],15
0.318230983954,accessPoint,31
0.318423264497,wirelessHost[37],15
0.318800200778,accessPoint,31
0.323973406153,wirelessHost[5],15
0.324011769057,accessPoint,31
0.329203250352,wirelessHost[69],15
0.329241522146,accessPoint,31
0.333019506489,wirelessHost[40],15
0.333058004948,accessPoint,31
0.334855204751,wirelessHost[38],15
0.33489346904,accessPoint,31
0.338251031749,wirelessHost[62],15
0.338289536154,accessPoint,31
0.341671000374,wirelessHost[66],15
0.34170971013,accessPoint,31
0.34171100636,wirelessHost[9],15
0.342059720998,accessPoint,31
0.350495406706,wirelessHost[67],15
0.350534035144,accessPoint,31
0.352492814092,wirelessHost[57],15
0.352531892587,accessPoint,31
0.358188513783,wirelessHost[73],15
0.358227400737,accessPoint,31
0.359373811213,wirelessHost[18],15
0.359411993463,accessPoint,31
0.36058470991,accessPoint,31
0.362075527292,wirelessHost[34],15
0.362114155005,accessPoint,31
0.362404548703,wirelessHost[30],15
0.362505155005,accessPoint,63
0.363908789842,wirelessHost[71],15
0.363947159601,accessPoint,31
0.369766898477,wirelessHost[75],15
0.369805489569,accessPoint,31
0.372089694487,wirelessHost[77],15
0.37212826143,accessPoint,31
0.372593934624,wirelessHost[48],15
0.372632341581,accessPoint,31
0.384058460593,wirelessHost[41],15
0.384097137159,accessPoint,31
0.38410742851,wirelessHost[63],15
0.384367565003,accessPoint,31
0.387078356789,wirelessHost[26],15
0.387116848654,accessPoint,31
0.399329171213,wirelessHost[39],15
0.39936733338,accessPoint,31
0.405750523065,wirelessHost[51],15
0.40579298329,accessPoint,31
0.406289443515,wirelessHost[51],15
0.40664590374,accessPoint,31
0.406782363965,wirelessHost[51],15
0.40717882419,accessPoint,31
0.409467583708,wirelessHost[44],15
0.409510367785,accessPoint,31
0.409787151862,wirelessHost[44],15
0.410003935939,accessPoint,31
0.410340720016,wirelessHost[44],15
0.410497504093,accessPoint,31
0.42071546053,wirelessHost[78],15
0.420757741763,accessPoint,31
0.421194022996,wirelessHost[78],15
0.421450304229,accessPoint,31
0.421826585462,wirelessHost[78],15
0.422082866695,accessPoint,31
0.429119182145,wirelessHost[16],15
0.42916167813,accessPoint,31
0.429678174115,wirelessHost[16],15
0.4299546701,accessPoint,31
0.430331166085,wirelessHost[16],15
0.43048766207,accessPoint,31
0.436703140778,wirelessHost[14],15
0.436745298159,accessPoint,31
0.43738145554,wirelessHost[14],15
0.437617612921,accessPoint,31
0.438073770302,wirelessHost[14],15
0.438209927683,accessPoint,31
0.443521982944,wirelessHost[7],15
0.44356466802,accessPoint,31
0.443821353096,wirelessHost[7],15
0.444158038172,accessPoint,31
0.444774723248,wirelessHost[7],15
0.445211408324,accessPoint,31
0.449439146346,wirelessHost[52],15
0.449481520681,accessPoint,31
0.449757895016,wirelessHost[52],15
0.450054269351,accessPoint,31
0.450330643686,wirelessHost[52],15
0.450587018021,accessPoint,31
0.453353233892,wirelessHost[20],15
0.45339554819,accessPoint,31
0.453791862488,wirelessHost[20],15
0.454228176786,accessPoint,31
