Simulation Time,Node,Data Length,Error rate,SNIR
0.079174943999,wirelessHost[0],464,0,69157.6
0.079174943999,wirelessHost[0],464,0,69157.6
0.079175083426,wirelessHost[1],464,0,35643.9
0.079175083426,wirelessHost[1],464,0,35643.9
0.079175391918,wirelessHost[2],464,0,13512.7
0.079175391918,wirelessHost[2],464,0,13512.7
0.142655484297,wirelessHost[2],272,0,54608.6
0.142655484297,wirelessHost[2],272,0,54608.6
0.142655579242,accessPoint,272,0,35643.9
0.142655579242,accessPoint,272,0,35643.9
0.142655890775,wirelessHost[0],272,0,13410.9
0.142655890775,wirelessHost[0],272,0,13410.9
0.143071934086,wirelessHost[0],464,0,69157.6
0.143071934086,wirelessHost[0],464,0,69157.6
0.143072073513,wirelessHost[1],464,0,35643.9
0.143072073513,wirelessHost[1],464,0,35643.9
0.143072382005,wirelessHost[2],464,0,13512.7
0.143072382005,wirelessHost[2],464,0,13512.7
0.143116472839,wirelessHost[2],176,0,54608.6
0.143116472839,wirelessHost[2],176,0,54608.6
0.143116567784,accessPoint,176,0,35643.9
0.143116567784,accessPoint,176,0,35643.9
0.143116879317,wirelessHost[0],176,0,13410.9
0.143116879317,wirelessHost[0],176,0,13410.9
0.179174943999,wirelessHost[0],464,0,69157.6
0.179174943999,wirelessHost[0],464,0,69157.6
0.179175083426,wirelessHost[1],464,0,35643.9
0.179175083426,wirelessHost[1],464,0,35643.9
0.179175391918,wirelessHost[2],464,0,13512.7
0.179175391918,wirelessHost[2],464,0,13512.7
0.279174943999,wirelessHost[0],464,0,69157.6
0.279174943999,wirelessHost[0],464,0,69157.6
0.279175083426,wirelessHost[1],464,0,35643.9
0.279175083426,wirelessHost[1],464,0,35643.9
0.279175391918,wirelessHost[2],464,0,13512.7
0.279175391918,wirelessHost[2],464,0,13512.7
0.342604002671,wirelessHost[1],272,0,54608.6
0.342604002671,wirelessHost[1],272,0,54608.6
0.342604406108,accessPoint,272,0,13512.7
0.342604406108,accessPoint,272,0,13512.7
0.342604628454,wirelessHost[0],272,0,8286.59
0.342604628454,wirelessHost[0],272,0,8286.59
0.343300760952,wirelessHost[0],464,0,69157.6
0.343300760952,wirelessHost[0],464,0,69157.6
0.343300900379,wirelessHost[1],464,0,35643.9
0.343300900379,wirelessHost[1],464,0,35643.9
0.343301208871,wirelessHost[2],464,0,13512.7
0.343301208871,wirelessHost[2],464,0,13512.7
0.343345608197,wirelessHost[1],176,0,54608.6
0.343345608197,wirelessHost[1],176,0,54608.6
0.343346011634,accessPoint,176,0,13512.7
0.343346011634,accessPoint,176,0,13512.7
0.34334623398,wirelessHost[0],176,0,8286.59
0.34334623398,wirelessHost[0],176,0,8286.59
0.379174943999,wirelessHost[0],464,0,69157.6
0.379174943999,wirelessHost[0],464,0,69157.6
0.379175083426,wirelessHost[1],464,0,35643.9
0.379175083426,wirelessHost[1],464,0,35643.9
0.379175391918,wirelessHost[2],464,0,13512.7
0.379175391918,wirelessHost[2],464,0,13512.7
0.399609230249,accessPoint,272,0,69157.6
0.399609230249,accessPoint,272,0,69157.6
0.399609681209,wirelessHost[1],272,0,13410.9
0.399609681209,wirelessHost[1],272,0,13410.9
0.399609900514,wirelessHost[2],272,0,8286.59
0.399609900514,wirelessHost[2],272,0,8286.59
0.400145585093,wirelessHost[0],464,0,69157.6
0.400145585093,wirelessHost[0],464,0,69157.6
0.40014572452,wirelessHost[1],464,0,35643.9
0.40014572452,wirelessHost[1],464,0,35643.9
0.400146033012,wirelessHost[2],464,0,13512.7
0.400146033012,wirelessHost[2],464,0,13512.7
0.400189939937,accessPoint,176,0,69157.6
0.400189939937,accessPoint,176,0,69157.6
0.400190390897,wirelessHost[1],176,0,13410.9
0.400190390897,wirelessHost[1],176,0,13410.9
0.400190610202,wirelessHost[2],176,0,8286.59
0.400190610202,wirelessHost[2],176,0,8286.59
0.442659484297,wirelessHost[2],368,0,54608.6
