Simulation Time,Node,Contetion Size
30.001726,wirelessHost[0],31
30.001726,wirelessHost[1],31
30.001726,wirelessHost[2],31
30.079128589155,accessPoint,31
30.179128589155,accessPoint,31
30.279128589155,accessPoint,31
30.379128589155,accessPoint,31
30.479128589155,accessPoint,31
30.579128589155,accessPoint,31
30.679128589155,accessPoint,31
30.779128589155,accessPoint,31
30.879128589155,accessPoint,31
30.979128589155,accessPoint,31
31,wirelessHost[0],15
31,wirelessHost[1],15
31,wirelessHost[2],15
31.001726,wirelessHost[0],31
31.001726,wirelessHost[1],31
31.001726,wirelessHost[2],31
31.079128589155,accessPoint,31
31.179128589155,accessPoint,31
31.279128589155,accessPoint,31
31.379128589155,accessPoint,31
31.479128589155,accessPoint,31
31.579128589155,accessPoint,31
31.679128589155,accessPoint,31
31.779128589155,accessPoint,31
31.879128589155,accessPoint,31
31.979128589155,accessPoint,31
32,wirelessHost[0],15
32,wirelessHost[1],15
32,wirelessHost[2],15
32.001726,wirelessHost[0],31
32.001726,wirelessHost[1],31
32.001726,wirelessHost[2],31
32.079128589155,accessPoint,31
32.179128589155,accessPoint,31
32.279128589155,accessPoint,31
32.379128589155,accessPoint,31
32.479128589155,accessPoint,31
32.579128589155,accessPoint,31
32.679128589155,accessPoint,31
32.779128589155,accessPoint,31
32.879128589155,accessPoint,31
32.979128589155,accessPoint,31
33,wirelessHost[0],15
33,wirelessHost[1],15
33,wirelessHost[2],15
33.001726,wirelessHost[0],31
33.001726,wirelessHost[1],31
33.001726,wirelessHost[2],31
33.079128589155,accessPoint,31
33.179128589155,accessPoint,31
33.279128589155,accessPoint,31
33.379128589155,accessPoint,31
33.479128589155,accessPoint,31
33.579128589155,accessPoint,31
33.679128589155,accessPoint,31
33.779128589155,accessPoint,31
33.879128589155,accessPoint,31
33.979128589155,accessPoint,31
34,wirelessHost[0],15
34,wirelessHost[1],15
34,wirelessHost[2],15
34.001726,wirelessHost[0],31
34.001726,wirelessHost[1],31
34.001726,wirelessHost[2],31
34.079128589155,accessPoint,31
34.179128589155,accessPoint,31
34.279128589155,accessPoint,31
34.379128589155,accessPoint,31
34.479128589155,accessPoint,31
34.579128589155,accessPoint,31
34.679128589155,accessPoint,31
34.779128589155,accessPoint,31
34.879128589155,accessPoint,31
34.979128589155,accessPoint,31
35,wirelessHost[0],15
35,wirelessHost[1],15
35,wirelessHost[2],15
35.001726,wirelessHost[0],31
35.001726,wirelessHost[1],31
35.001726,wirelessHost[2],31
35.003594,wirelessHost[1],63
35.003594,wirelessHost[2],63
35.079128589155,accessPoint,31
35.179128589155,accessPoint,31
35.279128589155,accessPoint,31
35.379128589155,accessPoint,31
35.479128589155,accessPoint,31
35.579128589155,accessPoint,31
35.679128589155,accessPoint,31
35.779128589155,accessPoint,31
35.879128589155,accessPoint,31
35.979128589155,accessPoint,31
36,wirelessHost[0],15
36,wirelessHost[1],15
36,wirelessHost[2],15
36.001726,wirelessHost[0],31
36.001726,wirelessHost[1],31
36.001726,wirelessHost[2],31
36.079128589155,accessPoint,31
36.179128589155,accessPoint,31
36.279128589155,accessPoint,31
36.379128589155,accessPoint,31
36.479128589155,accessPoint,31
36.579128589155,accessPoint,31
36.679128589155,accessPoint,31
36.779128589155,accessPoint,31
36.879128589155,accessPoint,31
36.979128589155,accessPoint,31
37,wirelessHost[0],15
37,wirelessHost[1],15
37,wirelessHost[2],15
37.001726,wirelessHost[0],31
37.001726,wirelessHost[1],31
37.001726,wirelessHost[2],31
37.079128589155,accessPoint,31
37.179128589155,accessPoint,31
37.279128589155,accessPoint,31
37.379128589155,accessPoint,31
37.479128589155,accessPoint,31
37.579128589155,accessPoint,31
37.679128589155,accessPoint,31
37.779128589155,accessPoint,31
37.879128589155,accessPoint,31
37.979128589155,accessPoint,31
38,wirelessHost[0],15
38,wirelessHost[1],15
38,wirelessHost[2],15
38.001726,wirelessHost[0],31
38.001726,wirelessHost[1],31
38.001726,wirelessHost[2],31
38.079128589155,accessPoint,31
38.179128589155,accessPoint,31
38.279128589155,accessPoint,31
38.379128589155,accessPoint,31
38.479128589155,accessPoint,31
38.579128589155,accessPoint,31
38.679128589155,accessPoint,31
38.779128589155,accessPoint,31
38.879128589155,accessPoint,31
38.979128589155,accessPoint,31
39,wirelessHost[0],15
39,wirelessHost[1],15
39,wirelessHost[2],15
39.001726,wirelessHost[0],31
39.001726,wirelessHost[1],31
39.001726,wirelessHost[2],31
39.079128589155,accessPoint,31
39.179128589155,accessPoint,31
39.279128589155,accessPoint,31
39.379128589155,accessPoint,31
39.479128589155,accessPoint,31
39.579128589155,accessPoint,31
39.679128589155,accessPoint,31
39.779128589155,accessPoint,31
39.879128589155,accessPoint,31
39.979128589155,accessPoint,31
40,wirelessHost[0],15
40,wirelessHost[1],15
40,wirelessHost[2],15
