Simulation Time,Node,Contetion Size,configuration
8.46771084629,accessPoint,31,conf1_wired
8.56771084629,accessPoint,31,conf1_wired
8.66771084629,accessPoint,31,conf1_wired
8.76771084629,accessPoint,31,conf1_wired
8.86771084629,accessPoint,31,conf1_wired
8.96771084629,accessPoint,31,conf1_wired
9.06771084629,accessPoint,31,conf1_wired
9.16771084629,accessPoint,31,conf1_wired
9.26771084629,accessPoint,31,conf1_wired
9.36771084629,accessPoint,31,conf1_wired
9.46771084629,accessPoint,31,conf1_wired
9.56771084629,accessPoint,31,conf1_wired
9.66771084629,accessPoint,31,conf1_wired
9.76771084629,accessPoint,31,conf1_wired
9.86771084629,accessPoint,31,conf1_wired
9.96771084629,accessPoint,31,conf1_wired
10.06771084629,accessPoint,31,conf1_wired
10.16771084629,accessPoint,31,conf1_wired
10.26771084629,accessPoint,31,conf1_wired
10.36771084629,accessPoint,31,conf1_wired
10.46771084629,accessPoint,31,conf1_wired
10.56771084629,accessPoint,31,conf1_wired
10.66771084629,accessPoint,31,conf1_wired
10.76771084629,accessPoint,31,conf1_wired
10.86771084629,accessPoint,31,conf1_wired
10.96771084629,accessPoint,31,conf1_wired
11.06771084629,accessPoint,31,conf1_wired
11.16771084629,accessPoint,31,conf1_wired
11.26771084629,accessPoint,31,conf1_wired
11.36771084629,accessPoint,31,conf1_wired
11.46771084629,accessPoint,31,conf1_wired
11.56771084629,accessPoint,31,conf1_wired
11.66771084629,accessPoint,31,conf1_wired
11.76771084629,accessPoint,31,conf1_wired
11.86771084629,accessPoint,31,conf1_wired
11.96771084629,accessPoint,31,conf1_wired
12.06771084629,accessPoint,31,conf1_wired
12.16771084629,accessPoint,31,conf1_wired
12.26771084629,accessPoint,31,conf1_wired
12.36771084629,accessPoint,31,conf1_wired
12.46771084629,accessPoint,31,conf1_wired
12.56771084629,accessPoint,31,conf1_wired
12.66771084629,accessPoint,31,conf1_wired
12.76771084629,accessPoint,31,conf1_wired
12.86771084629,accessPoint,31,conf1_wired
12.96771084629,accessPoint,31,conf1_wired
13.06771084629,accessPoint,31,conf1_wired
13.16771084629,accessPoint,31,conf1_wired
13.26771084629,accessPoint,31,conf1_wired
13.36771084629,accessPoint,31,conf1_wired
13.46771084629,accessPoint,31,conf1_wired
13.56771084629,accessPoint,31,conf1_wired
13.66771084629,accessPoint,31,conf1_wired
13.76771084629,accessPoint,31,conf1_wired
13.86771084629,accessPoint,31,conf1_wired
13.96771084629,accessPoint,31,conf1_wired
14.06771084629,accessPoint,31,conf1_wired
14.16771084629,accessPoint,31,conf1_wired
14.26771084629,accessPoint,31,conf1_wired
14.36771084629,accessPoint,31,conf1_wired
14.46771084629,accessPoint,31,conf1_wired
14.56771084629,accessPoint,31,conf1_wired
14.66771084629,accessPoint,31,conf1_wired
14.76771084629,accessPoint,31,conf1_wired
14.86771084629,accessPoint,31,conf1_wired
14.96771084629,accessPoint,31,conf1_wired
15.06771084629,accessPoint,31,conf1_wired
15.16771084629,accessPoint,31,conf1_wired
15.26771084629,accessPoint,31,conf1_wired
15.36771084629,accessPoint,31,conf1_wired
15.46771084629,accessPoint,31,conf1_wired
15.56771084629,accessPoint,31,conf1_wired
15.66771084629,accessPoint,31,conf1_wired
15.76771084629,accessPoint,31,conf1_wired
15.86771084629,accessPoint,31,conf1_wired
15.96771084629,accessPoint,31,conf1_wired
16.06771084629,accessPoint,31,conf1_wired
16.16771084629,accessPoint,31,conf1_wired
16.26771084629,accessPoint,31,conf1_wired
16.36771084629,accessPoint,31,conf1_wired
16.46771084629,accessPoint,31,conf1_wired
16.56771084629,accessPoint,31,conf1_wired
16.66771084629,accessPoint,31,conf1_wired
16.76771084629,accessPoint,31,conf1_wired
16.86771084629,accessPoint,31,conf1_wired
16.96771084629,accessPoint,31,conf1_wired
17.06771084629,accessPoint,31,conf1_wired
17.16771084629,accessPoint,31,conf1_wired
17.26771084629,accessPoint,31,conf1_wired
17.36771084629,accessPoint,31,conf1_wired
17.46771084629,accessPoint,31,conf1_wired
17.56771084629,accessPoint,31,conf1_wired
17.66771084629,accessPoint,31,conf1_wired
17.76771084629,accessPoint,31,conf1_wired
17.86771084629,accessPoint,31,conf1_wired
17.96771084629,accessPoint,31,conf1_wired
18.06771084629,accessPoint,31,conf1_wired
18.16771084629,accessPoint,31,conf1_wired
18.26771084629,accessPoint,31,conf1_wired
18.36771084629,accessPoint,31,conf1_wired
18.46771084629,accessPoint,31,conf1_wired
18.56771084629,accessPoint,31,conf1_wired
18.66771084629,accessPoint,31,conf1_wired
18.76771084629,accessPoint,31,conf1_wired
18.86771084629,accessPoint,31,conf1_wired
18.96771084629,accessPoint,31,conf1_wired
19.06771084629,accessPoint,31,conf1_wired
19.16771084629,accessPoint,31,conf1_wired
19.26771084629,accessPoint,31,conf1_wired
19.36771084629,accessPoint,31,conf1_wired
19.46771084629,accessPoint,31,conf1_wired
19.56771084629,accessPoint,31,conf1_wired
19.66771084629,accessPoint,31,conf1_wired
19.76771084629,accessPoint,31,conf1_wired
19.86771084629,accessPoint,31,conf1_wired
19.96771084629,accessPoint,31,conf1_wired
20.06771084629,accessPoint,31,conf1_wired
20.16771084629,accessPoint,31,conf1_wired
20.26771084629,accessPoint,31,conf1_wired
20.36771084629,accessPoint,31,conf1_wired
20.46771084629,accessPoint,31,conf1_wired
20.56771084629,accessPoint,31,conf1_wired
20.66771084629,accessPoint,31,conf1_wired
20.76771084629,accessPoint,31,conf1_wired
20.86771084629,accessPoint,31,conf1_wired
20.96771084629,accessPoint,31,conf1_wired
21.06771084629,accessPoint,31,conf1_wired
21.16771084629,accessPoint,31,conf1_wired
21.26771084629,accessPoint,31,conf1_wired
21.36771084629,accessPoint,31,conf1_wired
21.46771084629,accessPoint,31,conf1_wired
21.56771084629,accessPoint,31,conf1_wired
21.66771084629,accessPoint,31,conf1_wired
21.76771084629,accessPoint,31,conf1_wired
21.86771084629,accessPoint,31,conf1_wired
21.96771084629,accessPoint,31,conf1_wired
22.06771084629,accessPoint,31,conf1_wired
22.16771084629,accessPoint,31,conf1_wired
22.26771084629,accessPoint,31,conf1_wired
22.36771084629,accessPoint,31,conf1_wired
22.46771084629,accessPoint,31,conf1_wired
22.56771084629,accessPoint,31,conf1_wired
22.66771084629,accessPoint,31,conf1_wired
22.76771084629,accessPoint,31,conf1_wired
22.86771084629,accessPoint,31,conf1_wired
22.96771084629,accessPoint,31,conf1_wired
23.06771084629,accessPoint,31,conf1_wired
23.16771084629,accessPoint,31,conf1_wired
23.26771084629,accessPoint,31,conf1_wired
23.36771084629,accessPoint,31,conf1_wired
23.46771084629,accessPoint,31,conf1_wired
23.56771084629,accessPoint,31,conf1_wired
23.66771084629,accessPoint,31,conf1_wired
23.76771084629,accessPoint,31,conf1_wired
23.86771084629,accessPoint,31,conf1_wired
23.96771084629,accessPoint,31,conf1_wired
24.06771084629,accessPoint,31,conf1_wired
24.16771084629,accessPoint,31,conf1_wired
24.26771084629,accessPoint,31,conf1_wired
24.36771084629,accessPoint,31,conf1_wired
24.46771084629,accessPoint,31,conf1_wired
24.56771084629,accessPoint,31,conf1_wired
24.66771084629,accessPoint,31,conf1_wired
24.76771084629,accessPoint,31,conf1_wired
24.86771084629,accessPoint,31,conf1_wired
24.96771084629,accessPoint,31,conf1_wired
25.06771084629,accessPoint,31,conf1_wired
25.16771084629,accessPoint,31,conf1_wired
25.26771084629,accessPoint,31,conf1_wired
25.36771084629,accessPoint,31,conf1_wired
25.46771084629,accessPoint,31,conf1_wired
25.56771084629,accessPoint,31,conf1_wired
25.66771084629,accessPoint,31,conf1_wired
25.76771084629,accessPoint,31,conf1_wired
25.86771084629,accessPoint,31,conf1_wired
25.96771084629,accessPoint,31,conf1_wired
26.06771084629,accessPoint,31,conf1_wired
26.16771084629,accessPoint,31,conf1_wired
26.26771084629,accessPoint,31,conf1_wired
26.36771084629,accessPoint,31,conf1_wired
26.46771084629,accessPoint,31,conf1_wired
26.56771084629,accessPoint,31,conf1_wired
26.66771084629,accessPoint,31,conf1_wired
26.76771084629,accessPoint,31,conf1_wired
26.86771084629,accessPoint,31,conf1_wired
26.96771084629,accessPoint,31,conf1_wired
27.06771084629,accessPoint,31,conf1_wired
27.16771084629,accessPoint,31,conf1_wired
27.26771084629,accessPoint,31,conf1_wired
27.36771084629,accessPoint,31,conf1_wired
27.46771084629,accessPoint,31,conf1_wired
27.56771084629,accessPoint,31,conf1_wired
27.66771084629,accessPoint,31,conf1_wired
27.76771084629,accessPoint,31,conf1_wired
27.86771084629,accessPoint,31,conf1_wired
27.96771084629,accessPoint,31,conf1_wired
28.06771084629,accessPoint,31,conf1_wired
28.16771084629,accessPoint,31,conf1_wired
28.26771084629,accessPoint,31,conf1_wired
28.36771084629,accessPoint,31,conf1_wired
28.46771084629,accessPoint,31,conf1_wired
28.56771084629,accessPoint,31,conf1_wired
28.66771084629,accessPoint,31,conf1_wired
28.76771084629,accessPoint,31,conf1_wired
28.86771084629,accessPoint,31,conf1_wired
28.96771084629,accessPoint,31,conf1_wired
29.06771084629,accessPoint,31,conf1_wired
29.16771084629,accessPoint,31,conf1_wired
29.26771084629,accessPoint,31,conf1_wired
29.36771084629,accessPoint,31,conf1_wired
29.46771084629,accessPoint,31,conf1_wired
29.56771084629,accessPoint,31,conf1_wired
29.66771084629,accessPoint,31,conf1_wired
29.76771084629,accessPoint,31,conf1_wired
29.86771084629,accessPoint,31,conf1_wired
29.96771084629,accessPoint,31,conf1_wired
30.06771084629,accessPoint,31,conf1_wired
30.16771084629,accessPoint,31,conf1_wired
30.26771084629,accessPoint,31,conf1_wired
30.36771084629,accessPoint,31,conf1_wired
30.46771084629,accessPoint,31,conf1_wired
30.56771084629,accessPoint,31,conf1_wired
30.66771084629,accessPoint,31,conf1_wired
30.76771084629,accessPoint,31,conf1_wired
30.86771084629,accessPoint,31,conf1_wired
30.96771084629,accessPoint,31,conf1_wired
31.06771084629,accessPoint,31,conf1_wired
31.16771084629,accessPoint,31,conf1_wired
31.26771084629,accessPoint,31,conf1_wired
31.36771084629,accessPoint,31,conf1_wired
31.46771084629,accessPoint,31,conf1_wired
31.56771084629,accessPoint,31,conf1_wired
31.66771084629,accessPoint,31,conf1_wired
31.76771084629,accessPoint,31,conf1_wired
31.86771084629,accessPoint,31,conf1_wired
31.96771084629,accessPoint,31,conf1_wired
32.06771084629,accessPoint,31,conf1_wired
32.16771084629,accessPoint,31,conf1_wired
32.26771084629,accessPoint,31,conf1_wired
32.36771084629,accessPoint,31,conf1_wired
32.46771084629,accessPoint,31,conf1_wired
32.56771084629,accessPoint,31,conf1_wired
32.66771084629,accessPoint,31,conf1_wired
32.76771084629,accessPoint,31,conf1_wired
32.86771084629,accessPoint,31,conf1_wired
32.96771084629,accessPoint,31,conf1_wired
33.06771084629,accessPoint,31,conf1_wired
33.16771084629,accessPoint,31,conf1_wired
33.26771084629,accessPoint,31,conf1_wired
33.36771084629,accessPoint,31,conf1_wired
33.46771084629,accessPoint,31,conf1_wired
33.56771084629,accessPoint,31,conf1_wired
33.66771084629,accessPoint,31,conf1_wired
33.76771084629,accessPoint,31,conf1_wired
33.86771084629,accessPoint,31,conf1_wired
33.96771084629,accessPoint,31,conf1_wired
34.06771084629,accessPoint,31,conf1_wired
34.16771084629,accessPoint,31,conf1_wired
34.26771084629,accessPoint,31,conf1_wired
34.36771084629,accessPoint,31,conf1_wired
34.46771084629,accessPoint,31,conf1_wired
34.56771084629,accessPoint,31,conf1_wired
34.66771084629,accessPoint,31,conf1_wired
34.76771084629,accessPoint,31,conf1_wired
34.86771084629,accessPoint,31,conf1_wired
34.96771084629,accessPoint,31,conf1_wired
35.06771084629,accessPoint,31,conf1_wired
35.16771084629,accessPoint,31,conf1_wired
35.26771084629,accessPoint,31,conf1_wired
35.36771084629,accessPoint,31,conf1_wired
35.46771084629,accessPoint,31,conf1_wired
35.56771084629,accessPoint,31,conf1_wired
35.66771084629,accessPoint,31,conf1_wired
35.76771084629,accessPoint,31,conf1_wired
35.86771084629,accessPoint,31,conf1_wired
35.96771084629,accessPoint,31,conf1_wired
36.06771084629,accessPoint,31,conf1_wired
36.16771084629,accessPoint,31,conf1_wired
36.26771084629,accessPoint,31,conf1_wired
36.36771084629,accessPoint,31,conf1_wired
36.46771084629,accessPoint,31,conf1_wired
36.56771084629,accessPoint,31,conf1_wired
36.66771084629,accessPoint,31,conf1_wired
36.76771084629,accessPoint,31,conf1_wired
36.86771084629,accessPoint,31,conf1_wired
36.96771084629,accessPoint,31,conf1_wired
37.06771084629,accessPoint,31,conf1_wired
37.16771084629,accessPoint,31,conf1_wired
37.26771084629,accessPoint,31,conf1_wired
37.36771084629,accessPoint,31,conf1_wired
37.46771084629,accessPoint,31,conf1_wired
37.56771084629,accessPoint,31,conf1_wired
37.66771084629,accessPoint,31,conf1_wired
37.76771084629,accessPoint,31,conf1_wired
37.86771084629,accessPoint,31,conf1_wired
37.96771084629,accessPoint,31,conf1_wired
38.06771084629,accessPoint,31,conf1_wired
38.16771084629,accessPoint,31,conf1_wired
38.26771084629,accessPoint,31,conf1_wired
38.36771084629,accessPoint,31,conf1_wired
38.46771084629,accessPoint,31,conf1_wired
38.56771084629,accessPoint,31,conf1_wired
38.66771084629,accessPoint,31,conf1_wired
38.76771084629,accessPoint,31,conf1_wired
38.86771084629,accessPoint,31,conf1_wired
38.96771084629,accessPoint,31,conf1_wired
39.06771084629,accessPoint,31,conf1_wired
39.16771084629,accessPoint,31,conf1_wired
39.26771084629,accessPoint,31,conf1_wired
39.36771084629,accessPoint,31,conf1_wired
39.46771084629,accessPoint,31,conf1_wired
39.56771084629,accessPoint,31,conf1_wired
39.66771084629,accessPoint,31,conf1_wired
39.76771084629,accessPoint,31,conf1_wired
39.86771084629,accessPoint,31,conf1_wired
39.96771084629,accessPoint,31,conf1_wired
0.06771084629,accessPoint,31,conf2_wired
0.16771084629,accessPoint,31,conf2_wired
0.26771084629,accessPoint,31,conf2_wired
0.36771084629,accessPoint,31,conf2_wired
0.46771084629,accessPoint,31,conf2_wired
0.56771084629,accessPoint,31,conf2_wired
0.66771084629,accessPoint,31,conf2_wired
0.76771084629,accessPoint,31,conf2_wired
0.86771084629,accessPoint,31,conf2_wired
0.96771084629,accessPoint,31,conf2_wired
1.0000298,accessPoint,31,conf2_wired
1.06771084629,accessPoint,31,conf2_wired
1.16771084629,accessPoint,31,conf2_wired
1.26771084629,accessPoint,31,conf2_wired
1.36771084629,accessPoint,31,conf2_wired
1.46771084629,accessPoint,31,conf2_wired
1.56771084629,accessPoint,31,conf2_wired
1.66771084629,accessPoint,31,conf2_wired
1.76771084629,accessPoint,31,conf2_wired
1.86771084629,accessPoint,31,conf2_wired
1.96771084629,accessPoint,31,conf2_wired
2.06771084629,accessPoint,31,conf2_wired
2.16771084629,accessPoint,31,conf2_wired
2.26771084629,accessPoint,31,conf2_wired
2.36771084629,accessPoint,31,conf2_wired
2.46771084629,accessPoint,31,conf2_wired
2.56771084629,accessPoint,31,conf2_wired
2.66771084629,accessPoint,31,conf2_wired
2.76771084629,accessPoint,31,conf2_wired
2.86771084629,accessPoint,31,conf2_wired
2.96771084629,accessPoint,31,conf2_wired
3.06771084629,accessPoint,31,conf2_wired
3.16771084629,accessPoint,31,conf2_wired
3.26771084629,accessPoint,31,conf2_wired
3.36771084629,accessPoint,31,conf2_wired
3.46771084629,accessPoint,31,conf2_wired
3.56771084629,accessPoint,31,conf2_wired
3.66771084629,accessPoint,31,conf2_wired
3.76771084629,accessPoint,31,conf2_wired
3.86771084629,accessPoint,31,conf2_wired
3.96771084629,accessPoint,31,conf2_wired
4.06771084629,accessPoint,31,conf2_wired
4.16771084629,accessPoint,31,conf2_wired
4.26771084629,accessPoint,31,conf2_wired
4.36771084629,accessPoint,31,conf2_wired
4.46771084629,accessPoint,31,conf2_wired
4.56771084629,accessPoint,31,conf2_wired
4.66771084629,accessPoint,31,conf2_wired
4.76771084629,accessPoint,31,conf2_wired
4.86771084629,accessPoint,31,conf2_wired
4.96771084629,accessPoint,31,conf2_wired
5.06771084629,accessPoint,31,conf2_wired
5.16771084629,accessPoint,31,conf2_wired
5.26771084629,accessPoint,31,conf2_wired
5.36771084629,accessPoint,31,conf2_wired
5.46771084629,accessPoint,31,conf2_wired
5.56771084629,accessPoint,31,conf2_wired
5.66771084629,accessPoint,31,conf2_wired
5.76771084629,accessPoint,31,conf2_wired
5.86771084629,accessPoint,31,conf2_wired
5.96771084629,accessPoint,31,conf2_wired
6.06771084629,accessPoint,31,conf2_wired
6.16771084629,accessPoint,31,conf2_wired
6.26771084629,accessPoint,31,conf2_wired
6.36771084629,accessPoint,31,conf2_wired
6.46771084629,accessPoint,31,conf2_wired
6.56771084629,accessPoint,31,conf2_wired
6.66771084629,accessPoint,31,conf2_wired
6.76771084629,accessPoint,31,conf2_wired
6.86771084629,accessPoint,31,conf2_wired
6.96771084629,accessPoint,31,conf2_wired
7.06771084629,accessPoint,31,conf2_wired
7.16771084629,accessPoint,31,conf2_wired
7.26771084629,accessPoint,31,conf2_wired
7.36771084629,accessPoint,31,conf2_wired
7.46771084629,accessPoint,31,conf2_wired
7.56771084629,accessPoint,31,conf2_wired
7.66771084629,accessPoint,31,conf2_wired
7.76771084629,accessPoint,31,conf2_wired
7.86771084629,accessPoint,31,conf2_wired
7.96771084629,accessPoint,31,conf2_wired
8.06771084629,accessPoint,31,conf2_wired
8.16771084629,accessPoint,31,conf2_wired
8.26771084629,accessPoint,31,conf2_wired
8.36771084629,accessPoint,31,conf2_wired
8.46771084629,accessPoint,31,conf2_wired
8.56771084629,accessPoint,31,conf2_wired
8.66771084629,accessPoint,31,conf2_wired
8.76771084629,accessPoint,31,conf2_wired
8.86771084629,accessPoint,31,conf2_wired
8.96771084629,accessPoint,31,conf2_wired
9.06771084629,accessPoint,31,conf2_wired
9.16771084629,accessPoint,31,conf2_wired
9.26771084629,accessPoint,31,conf2_wired
9.36771084629,accessPoint,31,conf2_wired
9.46771084629,accessPoint,31,conf2_wired
9.56771084629,accessPoint,31,conf2_wired
9.66771084629,accessPoint,31,conf2_wired
9.76771084629,accessPoint,31,conf2_wired
9.86771084629,accessPoint,31,conf2_wired
9.96771084629,accessPoint,31,conf2_wired
10.06771084629,accessPoint,31,conf2_wired
10.16771084629,accessPoint,31,conf2_wired
10.26771084629,accessPoint,31,conf2_wired
10.36771084629,accessPoint,31,conf2_wired
10.46771084629,accessPoint,31,conf2_wired
10.56771084629,accessPoint,31,conf2_wired
10.66771084629,accessPoint,31,conf2_wired
10.76771084629,accessPoint,31,conf2_wired
10.86771084629,accessPoint,31,conf2_wired
10.96771084629,accessPoint,31,conf2_wired
11.06771084629,accessPoint,31,conf2_wired
11.16771084629,accessPoint,31,conf2_wired
11.26771084629,accessPoint,31,conf2_wired
11.36771084629,accessPoint,31,conf2_wired
11.46771084629,accessPoint,31,conf2_wired
11.56771084629,accessPoint,31,conf2_wired
11.66771084629,accessPoint,31,conf2_wired
11.76771084629,accessPoint,31,conf2_wired
11.86771084629,accessPoint,31,conf2_wired
11.96771084629,accessPoint,31,conf2_wired
12.06771084629,accessPoint,31,conf2_wired
12.16771084629,accessPoint,31,conf2_wired
12.26771084629,accessPoint,31,conf2_wired
12.36771084629,accessPoint,31,conf2_wired
12.46771084629,accessPoint,31,conf2_wired
12.56771084629,accessPoint,31,conf2_wired
12.66771084629,accessPoint,31,conf2_wired
12.76771084629,accessPoint,31,conf2_wired
12.86771084629,accessPoint,31,conf2_wired
12.96771084629,accessPoint,31,conf2_wired
13.06771084629,accessPoint,31,conf2_wired
13.16771084629,accessPoint,31,conf2_wired
13.26771084629,accessPoint,31,conf2_wired
13.36771084629,accessPoint,31,conf2_wired
13.46771084629,accessPoint,31,conf2_wired
13.56771084629,accessPoint,31,conf2_wired
13.66771084629,accessPoint,31,conf2_wired
13.76771084629,accessPoint,31,conf2_wired
13.86771084629,accessPoint,31,conf2_wired
13.96771084629,accessPoint,31,conf2_wired
14.06771084629,accessPoint,31,conf2_wired
14.16771084629,accessPoint,31,conf2_wired
14.26771084629,accessPoint,31,conf2_wired
14.36771084629,accessPoint,31,conf2_wired
14.46771084629,accessPoint,31,conf2_wired
14.56771084629,accessPoint,31,conf2_wired
14.66771084629,accessPoint,31,conf2_wired
14.76771084629,accessPoint,31,conf2_wired
14.86771084629,accessPoint,31,conf2_wired
14.96771084629,accessPoint,31,conf2_wired
15.06771084629,accessPoint,31,conf2_wired
15.16771084629,accessPoint,31,conf2_wired
15.26771084629,accessPoint,31,conf2_wired
15.36771084629,accessPoint,31,conf2_wired
15.46771084629,accessPoint,31,conf2_wired
15.56771084629,accessPoint,31,conf2_wired
15.66771084629,accessPoint,31,conf2_wired
15.76771084629,accessPoint,31,conf2_wired
15.86771084629,accessPoint,31,conf2_wired
15.96771084629,accessPoint,31,conf2_wired
16.06771084629,accessPoint,31,conf2_wired
16.16771084629,accessPoint,31,conf2_wired
16.26771084629,accessPoint,31,conf2_wired
16.36771084629,accessPoint,31,conf2_wired
16.46771084629,accessPoint,31,conf2_wired
16.56771084629,accessPoint,31,conf2_wired
16.66771084629,accessPoint,31,conf2_wired
16.76771084629,accessPoint,31,conf2_wired
16.86771084629,accessPoint,31,conf2_wired
16.96771084629,accessPoint,31,conf2_wired
17.06771084629,accessPoint,31,conf2_wired
17.16771084629,accessPoint,31,conf2_wired
17.26771084629,accessPoint,31,conf2_wired
17.36771084629,accessPoint,31,conf2_wired
17.46771084629,accessPoint,31,conf2_wired
17.56771084629,accessPoint,31,conf2_wired
17.66771084629,accessPoint,31,conf2_wired
17.76771084629,accessPoint,31,conf2_wired
17.86771084629,accessPoint,31,conf2_wired
17.96771084629,accessPoint,31,conf2_wired
18.06771084629,accessPoint,31,conf2_wired
18.16771084629,accessPoint,31,conf2_wired
18.26771084629,accessPoint,31,conf2_wired
18.36771084629,accessPoint,31,conf2_wired
18.46771084629,accessPoint,31,conf2_wired
18.56771084629,accessPoint,31,conf2_wired
18.66771084629,accessPoint,31,conf2_wired
18.76771084629,accessPoint,31,conf2_wired
18.86771084629,accessPoint,31,conf2_wired
18.96771084629,accessPoint,31,conf2_wired
19.06771084629,accessPoint,31,conf2_wired
19.16771084629,accessPoint,31,conf2_wired
19.26771084629,accessPoint,31,conf2_wired
19.36771084629,accessPoint,31,conf2_wired
19.46771084629,accessPoint,31,conf2_wired
19.56771084629,accessPoint,31,conf2_wired
19.66771084629,accessPoint,31,conf2_wired
19.76771084629,accessPoint,31,conf2_wired
19.86771084629,accessPoint,31,conf2_wired
19.96771084629,accessPoint,31,conf2_wired
20.06771084629,accessPoint,31,conf2_wired
20.16771084629,accessPoint,31,conf2_wired
20.26771084629,accessPoint,31,conf2_wired
20.36771084629,accessPoint,31,conf2_wired
20.46771084629,accessPoint,31,conf2_wired
20.56771084629,accessPoint,31,conf2_wired
20.66771084629,accessPoint,31,conf2_wired
20.76771084629,accessPoint,31,conf2_wired
20.86771084629,accessPoint,31,conf2_wired
20.96771084629,accessPoint,31,conf2_wired
21.06771084629,accessPoint,31,conf2_wired
21.16771084629,accessPoint,31,conf2_wired
21.26771084629,accessPoint,31,conf2_wired
21.36771084629,accessPoint,31,conf2_wired
21.46771084629,accessPoint,31,conf2_wired
21.56771084629,accessPoint,31,conf2_wired
21.66771084629,accessPoint,31,conf2_wired
21.76771084629,accessPoint,31,conf2_wired
21.86771084629,accessPoint,31,conf2_wired
21.96771084629,accessPoint,31,conf2_wired
22.06771084629,accessPoint,31,conf2_wired
22.16771084629,accessPoint,31,conf2_wired
22.26771084629,accessPoint,31,conf2_wired
22.36771084629,accessPoint,31,conf2_wired
22.46771084629,accessPoint,31,conf2_wired
22.56771084629,accessPoint,31,conf2_wired
22.66771084629,accessPoint,31,conf2_wired
22.76771084629,accessPoint,31,conf2_wired
22.86771084629,accessPoint,31,conf2_wired
22.96771084629,accessPoint,31,conf2_wired
23.06771084629,accessPoint,31,conf2_wired
23.16771084629,accessPoint,31,conf2_wired
